global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
18600,2.656694,1.4758137,,,,,,,,,,,,,,
18700,3.9335985,1.5104622,,,,,,,,,,,,,,
18800,5.117625,1.4632148,,,,,,,,,,,,,,
18900,3.7680912,1.4892523,,,,,,,,,,,,,,
19000,5.2149034,1.4437803,,,,,,,,,,,,,,
19100,5.6644554,1.3970208,,,,,,,,,,,,,,
19200,3.3551884,1.5272465,,,,,,,,,,,,,,
19300,4.735413,1.5384341,,,,,,,,,,,,,,
19400,2.5803063,1.4403054,,,,,,,,,,,,,,
19500,3.834913,1.4919378,,,,,,,,,,,,,,
19600,6.0927815,1.3817371,,,,,,,,,,,,,,
19700,5.0026913,1.5026314,,,,,,,,,,,,,,
19800,2.9913807,1.4746908,,,,,,,,,,,,,,
19900,2.8431454,1.5339503,,,,,,,,,,,,,,
19986,,,0.06683096,0.0909223868954758,0.13744521,0.1589243470284362,5348.0,0.07748326,0.1012329128836349,2472.0,24729.55642414093,27021.506658792496,24729.55642414093,2290.2059066295624,1.447342872619629,0.0
20000,2.6038623,1.4245164,,,,,,,,,,,,,,
20100,3.8471944,1.4189242,,,,,,,,,,,,,,
20200,3.3602083,1.4991832,,,,,,,,,,,,,,
20300,2.4612927,1.4497578,,,,,,,,,,,,,,
20400,2.5861182,1.4782981,,,,,,,,,,,,,,
20500,2.3956594,1.5119693,,,,,,,,,,,,,,
20600,6.041226,1.4545838,,,,,,,,,,,,,,
20700,2.9302642,1.4920374,,,,,,,,,,,,,,
20800,3.5592353,1.5637232,,,,,,,,,,,,,,
20900,3.0802033,1.4073515,,,,,,,,,,,,,,
21000,2.6983922,1.4431627,,,,,,,,,,,,,,
21100,3.1846569,1.3786235,,,,,,,,,,,,,,
21200,7.107692,1.4297043,,,,,,,,,,,,,,
21267,,,0.0618028,0.082626601338043,0.13573477,0.1567421426157485,5348.0,0.07615359,0.0994658054556903,2472.0,26177.05668091774,28585.791448116302,26177.05668091774,2406.91045832634,1.5140836238861084,0.0
21300,3.480811,1.4624792,,,,,,,,,,,,,,
21400,3.8236558,1.5253314,,,,,,,,,,,,,,
21500,2.315191,1.3844523,,,,,,,,,,,,,,
21600,4.315936,1.5493935,,,,,,,,,,,,,,
21700,2.5152423,1.4120646,,,,,,,,,,,,,,
21800,2.6372235,1.371133,,,,,,,,,,,,,,
21900,3.333329,1.4277203,,,,,,,,,,,,,,
22000,2.831484,1.4280655,,,,,,,,,,,,,,
22100,3.3281372,1.4413588,,,,,,,,,,,,,,
22200,5.8731775,1.4438692,,,,,,,,,,,,,,
22300,2.7016444,1.3960539,,,,,,,,,,,,,,
22383,,,0.06510711,0.0872558034407121,0.13416436,0.155795876985468,5348.0,0.07462194,0.0983689801555867,2472.0,27625.15121603012,30150.889627933502,27625.15121603012,2523.837447166443,1.5784847736358645,0.0
22400,4.238458,1.4226093,,,,,,,,,,,,,,
22500,3.5607133,1.4841605,,,,,,,,,,,,,,
22600,3.086537,1.4984201,,,,,,,,,,,,,,
22700,3.0578651,1.4658092,,,,,,,,,,,,,,
22800,3.5740168,1.5159329,,,,,,,,,,,,,,
22900,4.917093,1.4561777,,,,,,,,,,,,,,
23000,3.308926,1.396247,,,,,,,,,,,,,,
23100,3.5173213,1.5362138,,,,,,,,,,,,,,
23200,4.010446,1.4864343,,,,,,,,,,,,,,
23300,2.6930676,1.4641014,,,,,,,,,,,,,,
23400,3.9910722,1.4485896,,,,,,,,,,,,,,
23500,2.8943121,1.3945985,,,,,,,,,,,,,,
23600,3.625094,1.4236296,,,,,,,,,,,,,,
23700,2.3151073,1.3558289,,,,,,,,,,,,,,
23741,,,0.063427895,0.0831654890927885,0.13247766,0.154077149616183,5348.0,0.07313326,0.0948347652996973,2472.0,29072.46687531472,31715.48833155632,29072.46687531472,2641.039364337921,1.6452794075012207,0.0
23800,2.8175178,1.4329686,,,,,,,,,,,,,,
23900,3.6141102,1.4567754,,,,,,,,,,,,,,
24000,5.412011,1.4165881,,,,,,,,,,,,,,
24100,2.4739301,1.4198757,,,,,,,,,,,,,,
24200,2.286311,1.4239995,,,,,,,,,,,,,,
24300,3.5202358,1.3277446,,,,,,,,,,,,,,
24400,3.7815976,1.4568316,,,,,,,,,,,,,,
24500,3.9112377,1.5039549,,,,,,,,,,,,,,
24600,3.4067001,1.4706438,,,,,,,,,,,,,,
24676,,,0.050201807,0.0699445486506155,0.13124913,0.1522522087577849,5348.0,0.07234944,0.0941035484329616,2472.0,30523.61967134476,33284.515703201294,30523.61967134476,2758.838217020035,1.710255146026611,0.0
24700,6.019245,1.4356753,,,,,,,,,,,,,,
24800,4.657235,1.4975615,,,,,,,,,,,,,,
24900,4.1131177,1.4342736,,,,,,,,,,,,,,
25000,2.7647629,1.4460828,,,,,,,,,,,,,,
25100,3.1353908,1.4370627,,,,,,,,,,,,,,
25200,2.6698542,1.391646,,,,,,,,,,,,,,
25300,4.849705,1.4183265,,,,,,,,,,,,,,
25400,3.7716763,1.4558672,,,,,,,,,,,,,,
25500,2.6437926,1.4743215,,,,,,,,,,,,,,
25600,3.3273594,1.4659824,,,,,,,,,,,,,,
25700,2.905634,1.3942381,,,,,,,,,,,,,,
25800,2.9078708,1.3678873,,,,,,,,,,,,,,
25900,4.240068,1.469482,,,,,,,,,,,,,,
26000,2.714479,1.4271904,,,,,,,,,,,,,,
26065,,,0.05778135,0.0782348841629532,0.12992287,0.1503596774972239,5348.0,0.07157109,0.0928848536550687,2472.0,31970.75688266754,34850.13392305374,31970.75688266754,2877.238339662552,1.7761621475219729,0.0
26100,3.3390534,1.41623,,,,,,,,,,,,,,
26200,2.729086,1.4348121,,,,,,,,,,,,,,
26300,2.5202165,1.4464135,,,,,,,,,,,,,,
26400,2.9240491,1.4352543,,,,,,,,,,,,,,
26500,2.8910177,1.4547961,,,,,,,,,,,,,,
26600,3.6115322,1.3630078,,,,,,,,,,,,,,
26700,2.6778917,1.3626649,,,,,,,,,,,,,,
26800,4.2736025,1.4559554,,,,,,,,,,,,,,
26900,2.3514585,1.3609496,,,,,,,,,,,,,,
27000,3.1908596,1.3600221,,,,,,,,,,,,,,
27100,2.711181,1.390104,,,,,,,,,,,,,,
27152,,,0.07617743,0.1020486757104191,0.12875086,0.1493071983778303,5348.0,0.070966005,0.0910771230678609,2472.0,33418.16246914864,36414.53583788872,33418.16246914864,2994.156679391861,1.841841459274292,0.0
27200,3.5878966,1.3702185,,,,,,,,,,,,,,
27300,2.164195,1.316493,,,,,,,,,,,,,,
27400,3.1188464,1.4342194,,,,,,,,,,,,,,
27500,7.623411,1.5205989,,,,,,,,,,,,,,
27600,3.256293,1.4180243,,,,,,,,,,,,,,
27700,3.0238376,1.4102067,,,,,,,,,,,,,,
27800,2.915133,1.457618,,,,,,,,,,,,,,
27900,3.1889813,1.3967177,,,,,,,,,,,,,,
28000,2.4616992,1.406721,,,,,,,,,,,,,,
28100,3.5654755,1.5280247,,,,,,,,,,,,,,
28200,2.942222,1.3939869,,,,,,,,,,,,,,
28300,3.3784845,1.5136834,,,,,,,,,,,,,,
28329,,,0.08153037,0.1087283567506953,0.12742358,0.1476077825520204,5348.0,0.070060514,0.0903052830418621,2472.0,34866.429181575775,37981.08165693283,34866.429181575775,3112.3587124347687,1.905820608139038,0.0
28400,3.8544693,1.4007354,,,,,,,,,,,,,,
28500,3.4700403,1.4419593,,,,,,,,,,,,,,
28600,4.7414875,1.4604741,,,,,,,,,,,,,,
28700,3.5755627,1.3638837,,,,,,,,,,,,,,
28800,2.8982859,1.4092178,,,,,,,,,,,,,,
28900,2.702202,1.3941387,,,,,,,,,,,,,,
29000,3.0121903,1.3613366,,,,,,,,,,,,,,
29100,3.6085267,1.4007152,,,,,,,,,,,,,,
29200,3.530245,1.3728414,,,,,,,,,,,,,,
29300,2.7862136,1.4290872,,,,,,,,,,,,,,
29400,2.2585385,1.3212031,,,,,,,,,,,,,,
29493,,,0.093350634,0.1250358289802341,0.12610628,0.1455897262588712,5348.0,0.069264956,0.0893303272195478,2472.0,36313.45645904541,39544.22383546829,36313.45645904541,3228.396879673004,1.9698827266693115,0.0
29500,3.129938,1.4506147,,,,,,,,,,,,,,
29600,2.6425998,1.4075437,,,,,,,,,,,,,,
29700,3.2647753,1.3877909,,,,,,,,,,,,,,
29800,3.1297343,1.4325604,,,,,,,,,,,,,,
29900,3.1664782,1.413301,,,,,,,,,,,,,,
30000,3.2407367,1.3500323,,,,,,,,,,,,,,
30100,7.7518973,1.3990209,,,,,,,,,,,,,,
30200,6.755118,1.4649916,,,,,,,,,,,,,,
30300,2.0695028,1.3719873,,,,,,,,,,,,,,
30400,3.5371635,1.3909194,,,,,,,,,,,,,,
30500,2.4578447,1.4283137,,,,,,,,,,,,,,
30507,,,0.084071696,0.1108337405577895,0.12503439,0.144942789552455,5348.0,0.06880954,0.0884366177157597,2472.0,37760.86233139038,41107.66332173348,37760.86233139038,3344.353691101074,2.0346391201019287,0.0
30600,3.2039504,1.4427652,,,,,,,,,,,,,,
30700,2.7876482,1.4631343,,,,,,,,,,,,,,
30800,4.1293435,1.5123397,,,,,,,,,,,,,,
30900,4.601999,1.3263389,,,,,,,,,,,,,,
31000,4.2913985,1.3256838,,,,,,,,,,,,,,
31100,4.137044,1.376405,,,,,,,,,,,,,,
31200,2.5794513,1.3715435,,,,,,,,,,,,,,
31300,2.8520782,1.3791794,,,,,,,,,,,,,,
31400,3.1340415,1.3451068,,,,,,,,,,,,,,
31500,4.3917713,1.4972169,,,,,,,,,,,,,,
31600,7.5065403,1.3958826,,,,,,,,,,,,,,
31700,4.8124113,1.4800602,,,,,,,,,,,,,,
31716,,,0.07732866,0.1058532729114938,0.12383482,0.1434171776179211,5348.0,0.068193555,0.0875835313712347,2472.0,39209.28841614723,42671.75901389122,39209.28841614723,3459.9448935985565,2.1001877784729004,0.0
31800,3.4576845,1.3821006,,,,,,,,,,,,,,
31900,4.601134,1.3185617,,,,,,,,,,,,,,
32000,2.5492973,1.4245734,,,,,,,,,,,,,,
32100,3.9385474,1.3576747,,,,,,,,,,,,,,
32200,4.1530347,1.4339356,,,,,,,,,,,,,,
32300,3.3760283,1.45389,,,,,,,,,,,,,,
32400,3.3578656,1.3466027,,,,,,,,,,,,,,
32500,3.351008,1.4190922,,,,,,,,,,,,,,
32600,4.548743,1.393197,,,,,,,,,,,,,,
32642,,,0.06937809,0.0955203427987253,0.123194695,0.1427412735962921,5348.0,0.067834556,0.0863851481729734,2472.0,40660.60319232941,44240.90453839302,40660.60319232941,3577.700116634369,2.164637804031372,0.0
32700,3.4168563,1.4268403,,,,,,,,,,,,,,
32800,2.3054109,1.4274058,,,,,,,,,,,,,,
32900,3.030021,1.3727883,,,,,,,,,,,,,,
33000,4.3846965,1.458965,,,,,,,,,,,,,,
33100,2.8094454,1.376221,,,,,,,,,,,,,,
33200,3.0079072,1.3555624,,,,,,,,,,,,,,
33300,3.0487158,1.4653608,,,,,,,,,,,,,,
33400,4.304791,1.3824555,,,,,,,,,,,,,,
33500,3.187741,1.4183826,,,,,,,,,,,,,,
33600,4.8885717,1.4759332,,,,,,,,,,,,,,
33700,4.865529,1.3415229,,,,,,,,,,,,,,
33800,2.434488,1.3444506,,,,,,,,,,,,,,
33864,,,0.07775607,0.1042921461817115,0.12230652,0.1413798097812967,5348.0,0.067293614,0.0854711270895537,2472.0,42108.11142849922,45806.45472168922,42108.11142849922,3695.65925693512,2.234413385391236,0.0
33900,5.5994315,1.3976387,,,,,,,,,,,,,,
34000,2.4611151,1.3293098,,,,,,,,,,,,,,
34100,3.1886637,1.3912761,,,,,,,,,,,,,,
34200,4.7819657,1.388885,,,,,,,,,,,,,,
34300,5.0027633,1.3171855,,,,,,,,,,,,,,
34400,3.1913028,1.4235952,,,,,,,,,,,,,,
34500,6.7355657,1.4783859,,,,,,,,,,,,,,
34600,4.0607896,1.4322655,,,,,,,,,,,,,,
34700,3.6144874,1.4196129,,,,,,,,,,,,,,
34787,,,0.07352266,0.0994835509362652,0.121625245,0.1413122193791338,5348.0,0.06680191,0.0848820912802388,2472.0,43557.63492012024,47375.16329193115,43557.63492012024,3814.767131567001,2.299995422363281,0.0
34800,3.1979718,1.3205266,,,,,,,,,,,,,,
34900,3.5819767,1.4374976,,,,,,,,,,,,,,
35000,3.7381845,1.3761753,,,,,,,,,,,,,,
35100,5.768803,1.3474058,,,,,,,,,,,,,,
35200,2.726564,1.3765056,,,,,,,,,,,,,,
35300,3.4088686,1.275093,,,,,,,,,,,,,,
35400,4.9805994,1.3939939,,,,,,,,,,,,,,
35500,2.4759865,1.447486,,,,,,,,,,,,,,
35600,4.0097113,1.361821,,,,,,,,,,,,,,
35700,3.1996384,1.3369212,,,,,,,,,,,,,,
35800,2.685618,1.2974218,,,,,,,,,,,,,,
35900,2.969075,1.4212407,,,,,,,,,,,,,,
36000,3.5165908,1.3424098,,,,,,,,,,,,,,
36052,,,0.073098674,0.0991006628407771,0.120921984,0.1406845942161927,5348.0,0.06644392,0.083886823878293,2472.0,45006.12713742256,48941.24660682678,45006.12713742256,3932.276544809341,2.367479085922241,0.0
36100,3.5404527,1.4695634,,,,,,,,,,,,,,
36200,2.9280782,1.3352684,,,,,,,,,,,,,,
36300,6.4658217,1.2715045,,,,,,,,,,,,,,
36400,2.413406,1.3411874,,,,,,,,,,,,,,
